Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Winning Post World,Playstation,2009,Sports,Tecmo Koei,0,0,0.05,0,0.05,,,,,,
PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,Playstation,2007,Misc,Irem Software Engineering,0,0,0.05,0,0.05,,,,,,
Arx Fatalis,Microsoft,2003,Role-Playing,Mindscape,0.04,0.01,0,0,0.05,71,31,8.2,6,Arkane Studios,M
Mega Minis Volume 3,Playstation,2011,Misc,Sony Computer Entertainment,0,0.04,0,0.01,0.05,,,,,,
Dead in the Water,Playstation,1999,Action,ASC Games,0.03,0.02,0,0,0.05,,,,,,
Winning Post 7 2013,Playstation,2013,Sports,Tecmo Koei,0,0,0.05,0,0.05,,,,,,
Ride,Playstation,2015,Racing,Milestone S.r.l.,0,0.03,0.01,0.01,0.05,,,4.8,4,Milestone S.r.l,
Zumba Fitness Core,Microsoft,2012,Misc,505 Games,0,0.05,0,0,0.05,77,6,6.7,6,Zoe Mode,E10+
Sengoku Basara 4: Sumeragi,Playstation,2015,Action,Capcom,0,0,0.05,0,0.05,,,,,,
Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,Playstation,2006,Adventure,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,
Corpse Party: Blood Covered - Repeated Fear,Playstation,2010,Adventure,5pb,0,0,0.05,0,0.05,,,,,,
Chronicles of the Sword,Playstation,1996,Adventure,Psygnosis,0.03,0.02,0,0,0.05,,,,,,
Harukanaru Toki no Naka de 3,Playstation,2004,Adventure,Tecmo Koei,0,0,0.05,0,0.05,,,,,,
Reel Fishing: The Great Outdoors,Playstation,2006,Sports,Natsume,0.05,0,0,0,0.05,,,tbd,,Natsume,E
Tour de France 2011,Microsoft,N/A,Racing,Focus Home Interactive,0,0.04,0,0.01,0.05,46,7,7.6,5,Cyanide,
Durarara!! 3-way Standoff,Playstation,2010,Adventure,ASCII Media Works,0,0,0.05,0,0.05,,,,,,
Tokimeki Memorial Girl's Side 2nd Kiss,Playstation,2006,Adventure,Konami Digital Entertainment,0,0,0.05,0,0.05,,,,,,
Fushigi no Dungeon: Fuurai no Shiren 3 Portable,Playstation,2010,Role-Playing,Spike,0,0,0.05,0,0.05,,,,,,
Hokuto no Ken,Playstation,2007,Fighting,Sega,0,0,0.05,0,0.05,,,,,,
Stretch Panic,Playstation,2001,Platform,Midas Interactive Entertainment,0.02,0.02,0,0.01,0.05,65,14,7.8,4,Treasure,T
Blazing Souls: Accelate,Playstation,2009,Role-Playing,Idea Factory,0.04,0,0.01,0,0.05,,,7.8,17,"Neverland, Idea Factory",T
PQ2: Practical Intelligence Quotient,Playstation,2006,Puzzle,D3Publisher,0.04,0,0,0,0.05,74,19,7.8,6,Now Production,E
Sword Art Online: Game Director's Edition,Playstation,2015,Role-Playing,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,
SD Gundam: Over Galaxian,Playstation,1996,Shooter,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,
BeatMania IIDX 3rd Style,Playstation,2000,Simulation,Konami Digital Entertainment,0,0,0.05,0,0.05,,,,,,
Natural Doctrine,Playstation,2014,Role-Playing,Nippon Ichi Software,0.03,0.01,0.01,0.01,0.05,,,8.1,17,Kadokawa,M
Hummer Badlands,Playstation,2006,Racing,Global Star,0.02,0.02,0,0.01,0.05,48,4,tbd,,Eutechnyx,E
Woody Woodpecker: Escape from Buzz Buzzard Park,Playstation,2001,Platform,DreamCatcher Interactive,0.02,0.02,0,0.01,0.05,64,5,7.4,5,EKO Software,E
Ghostbusters (2016),Microsoft,2016,Action,Activision,0.04,0,0,0.01,0.05,,,,,,
"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",Playstation,2007,Adventure,505 Games,0,0,0.05,0,0.05,,,,,,
Hatsune Miku: Project Diva X,Playstation,2016,Misc,Sega,0.02,0,0.02,0,0.05,78,22,7.4,41,Sega,T
Alter Echo,Microsoft,2003,Shooter,THQ,0.04,0.01,0,0,0.05,62,24,tbd,,Outrage Games,T
BeatMania IIDX 4th Style: New Songs Collection,Playstation,2001,Simulation,Konami Digital Entertainment,0,0,0.05,0,0.05,,,,,,
Resident Evil 4 HD,Playstation,2016,Shooter,Capcom,0.04,0,0,0.01,0.05,,,,,,
Impossible Mission,Playstation,2007,Platform,System 3 Arcade Software,0,0.04,0,0.01,0.05,,,,,,
Classic Dungeon X2,Playstation,2011,Role-Playing,Nippon Ichi Software,0,0,0.05,0,0.05,,,,,,
Major League Baseball 2K11,Playstation,2011,Sports,Take-Two Interactive,0.02,0.02,0,0.01,0.05,,,tbd,,Visual Concepts,E
Power Spike Pro Beach Volleyball,Playstation,2000,Sports,Infogrames,0.03,0.02,0,0,0.05,48,10,tbd,,Carapace,E
White Album: Tsuzurareru Fuyu no Omoide,Playstation,2010,Adventure,Aqua Plus,0,0,0.05,0,0.05,,,,,,
Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,Playstation,1998,Misc,Gainax Network Systems,0,0,0.05,0,0.05,,,,,,
Saints Row: Gat out of Hell,Playstation,2015,Action,Deep Silver,0,0.04,0,0.01,0.05,64,45,5.7,98,Volition Inc.,M
Stunt GP,Playstation,2001,Racing,Titus,0.02,0.02,0,0.01,0.05,49,8,8.1,9,Team 17,E
J-League Winning Eleven 2010: Club Championship,Playstation,2010,Sports,Konami Digital Entertainment,0,0,0.05,0,0.05,,,,,,
Johnny Bazookatone,Playstation,1995,Platform,U.S. Gold,0.03,0.02,0,0,0.05,,,,,,
Koihime Musou,Playstation,2008,Adventure,Yeti,0,0,0.05,0,0.05,,,,,,
NASCAR Heat Evolution,Playstation,2016,Racing,Dusenberry Martin Racing,0.04,0,0,0.01,0.05,66,8,3.8,18,Dusenberry Martin Racing,E
Ms Saga: A New Dawn,Playstation,2005,Role-Playing,Namco Bandai Games,0.02,0.02,0,0.01,0.05,65,27,8.6,15,Bandai,E10+
Child of Light,Playstation,2014,Role-Playing,Ubisoft,0,0.01,0.04,0,0.05,82,46,8,451,Ubisoft Montreal,E10+
Finny the Fish & the Seven Waters,Playstation,2004,Sports,Sony Computer Entertainment,0.02,0.02,0,0.01,0.05,,,,,,
Next Generation of Chaos,Playstation,2002,Role-Playing,Idea Factory,0,0,0.05,0,0.05,,,,,,
GrimGrimoire,Playstation,2007,Strategy,Tecmo Koei,0.01,0.01,0.03,0,0.05,79,39,7.9,17,Vanilla Ware,E10+
Rock of the Dead,Playstation,2010,Shooter,Conspiracy Entertainment,0.04,0,0,0.01,0.05,45,7,tbd,,Epicenter Studios,T
Deadliest Catch: Alaskan Storm,Microsoft,2008,Sports,Navarre Corp,0.04,0,0,0,0.05,56,14,5.9,15,Liquid Dragon Studios,T
Crime Life: Gang Wars,Microsoft,2005,Action,Konami Digital Entertainment,0.04,0.01,0,0,0.05,30,19,3.4,9,Hothouse Creations,M
Rugby 2005,Microsoft,2005,Sports,Electronic Arts,0.04,0.01,0,0,0.05,75,20,7.7,11,HB Studios Multimedia,E
Taito Legends,Microsoft,2005,Misc,Empire Interactive,0.04,0.01,0,0,0.05,74,16,tbd,,Empire Oxford,T
Silhouette Mirage,Playstation,1998,Platform,ESP,0.03,0.02,0,0,0.05,69,8,7.5,4,Treasure,E
Dynasty Warriors Vol. 2,Playstation,2006,Action,Tecmo Koei,0.04,0,0,0,0.05,57,28,8.1,8,Omega Force,T
Growlanser VI: Precarious World,Playstation,2007,Role-Playing,Atlus,0,0,0.05,0,0.05,,,,,,
Ultimate Ghosts 'n Goblins (JP sales),Playstation,2006,Platform,Capcom,0,0,0.05,0,0.05,,,,,,
Rugby 06,Playstation,2006,Sports,Electronic Arts,0.02,0.02,0,0.01,0.05,70,6,7.8,27,EA Canada,E
Fatal Frame II: Crimson Butterfly Director's Cut,Microsoft,2004,Action,Microsoft Game Studios,0.04,0.01,0,0,0.05,84,37,8.3,16,Tecmo,M
The Lord of the Rings: The Battle for Middle-Earth II,Microsoft,2006,Strategy,Electronic Arts,0,0.04,0,0,0.05,79,50,7.5,83,EA LA,T
Colin McRae Rally 2005,Microsoft,2004,Racing,Codemasters,0.04,0.01,0,0,0.05,83,35,7.5,6,Codemasters,E
Venus & Braves: Majo to Megami to Horobi no Yogen,Playstation,2011,Role-Playing,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,
Zoop,Playstation,1995,Puzzle,MediaQuest,0.03,0.02,0,0,0.05,,,,,,
Saiyuki: Journey West,Playstation,1999,Strategy,Tecmo Koei,0.03,0.02,0,0,0.05,73,9,7.1,9,Koei,E
Rock Band Country Track Pack 2,Microsoft,2011,Misc,MTV Games,0.04,0,0,0,0.05,,,tbd,,Electronic Arts,E10+
Utawarerumono: Itsuwari no Kamen,Playstation,2015,Adventure,Aqua Plus,0,0,0.05,0,0.05,,,,,,
American Chopper 2: Full Throttle,Microsoft,2005,Racing,Zoo Digital Publishing,0.04,0.01,0,0,0.05,,,tbd,,Creat Studios,T
Amnesia Crowd,Playstation,2013,Misc,Idea Factory,0,0,0.05,0,0.05,,,,,,
Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,Playstation,2008,Misc,Hackberry,0,0,0.05,0,0.05,,,,,,
Monster Hunter Frontier Online,Playstation,N/A,Role-Playing,N/A,0,0,0.05,0,0.05,,,,,,
MTX Mototrax,Playstation,2006,Racing,Activision,0.04,0,0,0,0.05,67,8,tbd,,Left Field Productions,E
VR Soccer '96,Playstation,1996,Sports,Gremlin Interactive Ltd,0.03,0.02,0,0,0.05,,,,,,
Diabolik Lovers,Playstation,2012,Adventure,Idea Factory,0,0,0.05,0,0.05,,,,,,
Secret Service,Microsoft,2008,Action,Activision Value,0.04,0,0,0,0.05,,,5.5,8,Tigon,T
DuckTales: Remastered,Playstation,2013,Action,Capcom,0.01,0.03,0,0.01,0.05,75,31,7.4,135,WayForward,E
E.X. Troopers,Playstation,2012,Shooter,Capcom,0,0,0.05,0,0.05,,,,,,
Kiniro no Corda 2 Encore,Playstation,2007,Role-Playing,Tecmo Koei,0,0,0.05,0,0.05,,,,,,
World Championship Pool 2004,Playstation,2004,Sports,Jaleco,0.02,0.02,0,0.01,0.05,60,4,6.7,6,Blade Interactive,E
B-Boy,Playstation,2006,Misc,Sony Computer Entertainment,0.04,0,0,0,0.05,50,11,7.8,6,FreeStyleGames,T
Kakuto Chojin,Microsoft,2002,Fighting,Microsoft Game Studios,0.04,0.01,0,0,0.05,46,26,7.2,17,DreamFactory,T
Robotech: Invasion,Microsoft,2004,Shooter,Global Star,0.04,0.01,0,0,0.05,59,41,tbd,,Vicious Cycle,T
Rain (2013),Playstation,2013,Adventure,Sony Computer Entertainment,0,0,0.05,0,0.05,,,,,,
To Heart 2 DX Plus,Playstation,2011,Adventure,Aqua Plus,0,0,0.05,0,0.05,,,,,,
Romance of the Three Kingdoms VI: Awakening of the Dragon,Playstation,1998,Strategy,Tecmo Koei,0.03,0.02,0,0,0.05,,,,,,
Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,Playstation,2011,Adventure,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,
Naruto: Uzumaki Chronicles 2 (JP sales),Playstation,2006,Action,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,
Snoopy vs the Red Baron,Playstation,2006,Adventure,Namco Bandai Games,0.04,0,0,0,0.05,76,7,7.8,4,Smart Bomb Interactive,E10+
Virtua Tennis 3,Playstation,2007,Sports,Sega,0.02,0.02,0,0.01,0.05,79,17,7.7,13,Sumo Digital,E
Raze's Hell,Microsoft,2005,Shooter,Majesco Entertainment,0.04,0.01,0,0,0.05,71,37,8.1,8,Artech Studios,M
Shin Megami Tensei NINE,Microsoft,2002,Role-Playing,Atlus,0,0,0.05,0,0.05,,,,,,
Magic Carpet,Playstation,1995,Shooter,Electronic Arts,0.03,0.02,0,0,0.05,,,,,,
Adventure Time: Explore the Dungeon Because I Don't Know!,Playstation,2013,Action,D3Publisher,0.02,0.01,0,0.01,0.05,,,,,,
Hoshigami: Ruining Blue Earth,Playstation,2001,Role-Playing,Max Five,0.03,0.02,0,0,0.05,62,9,8.7,26,Max Five,E
Cabela's African Safari,Playstation,2006,Sports,Activision Value,0.04,0,0,0,0.05,,,tbd,,FUN Labs,T
Test Drive: Ferrari Legends,Microsoft,2012,Racing,Atari,0.04,0,0,0,0.05,,,,,,
NightCaster II: Equinox,Microsoft,2002,Action,Jaleco,0.03,0.01,0,0,0.05,46,12,7,4,Jaleco Entertainment,T
Arslan: The Warriors of Legend,Playstation,2015,Action,Tecmo Koei,0,0,0.05,0,0.05,,,tbd,,Omega Force,T
Winter Sports 2011,Playstation,2011,Sports,DTP Entertainment,0,0.04,0,0.01,0.05,,,,,DTP Entertainment,
Time Crisis: Project Titan,Playstation,2001,Shooter,Namco Bandai Games,0.03,0.02,0,0,0.05,71,13,6.7,6,Flying Tiger Development,T
Crusader: No Remorse,Playstation,1996,Adventure,Electronic Arts,0.03,0.02,0,0,0.05,,,,,,
Ys: The Ark of Napishtim,Playstation,2006,Role-Playing,Konami Digital Entertainment,0.04,0,0,0,0.05,64,29,7.3,13,Konami Software Shanghai,E10+
Pro Evolution Soccer 2017,Microsoft,2016,Sports,Konami Digital Entertainment,0.01,0.03,0,0,0.05,87,12,6.1,84,Konami,E
Yoru no Nai Kuni,Playstation,2015,Role-Playing,Tecmo Koei,0,0,0.05,0,0.05,,,,,,
Full Spectrum Warrior: Ten Hammers,Microsoft,2006,Strategy,THQ,0.03,0.01,0,0,0.05,69,27,tbd,,Pandemic Studios,M
Gitaroo Man,Playstation,2001,Misc,THQ,0.02,0.02,0,0.01,0.05,82,21,8.7,25,Koei/Inis,E
Taiko no Tatsujin Portable 2,Playstation,2006,Misc,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,
Amnesia Later,Playstation,2012,Misc,Idea Factory,0,0,0.05,0,0.05,,,,,,
World Championship Poker: Featuring Howard Lederer - All In,Microsoft,2006,Misc,Oxygen Interactive,0.04,0,0,0,0.05,,,,,,
SpongeBob SquarePants: Plankton's Robotic Revenge,Microsoft,2013,Shooter,Activision,0.04,0,0,0,0.05,,,6.1,13,Behaviour Interactive,E10+
Intellivision Lives!,Microsoft,2004,Misc,Crave Entertainment,0.03,0.01,0,0,0.05,,,,,,
Test Drive Le Mans,Playstation,1999,Racing,Infogrames,0.03,0.02,0,0,0.05,,,,,,
Cabela's Trophy Bucks,Microsoft,2007,Sports,Activision Value,0.04,0,0,0,0.05,39,4,3,4,FUN Labs,T
XCOM 2,Microsoft,2016,Strategy,Take-Two Interactive,0.02,0.02,0,0,0.05,87,17,8.1,40,Firaxis Games,T
Yaiba: Ninja Gaiden Z,Microsoft,2014,Action,Tecmo Koei,0.03,0.01,0,0,0.05,50,20,5.3,43,"Spark Unlimited, comcept",M
Rock of the Dead,Microsoft,2010,Shooter,Conspiracy Entertainment,0.04,0,0,0,0.05,48,7,4.8,4,Epicenter Studios,T
Rimo-Cocoron,Playstation,2001,Action,Sony Computer Entertainment,0,0,0.05,0,0.05,,,,,,
Mike Tyson Heavyweight Boxing,Microsoft,2002,Sports,Codemasters,0.03,0.01,0,0,0.05,37,13,tbd,,Atomic Planet Entertainment,T
Rapala Fishing Frenzy 2009,Microsoft,2008,Sports,Activision,0.04,0,0,0,0.05,41,5,7.2,6,FUN Labs,E
Hakuouki: Bakumatsu Musou Roku,Playstation,2012,Action,Idea Factory,0,0,0.05,0,0.05,,,,,,
Arcana Famiglia: La storia della Aracana Famiglia,Playstation,2011,Adventure,Comfort,0,0,0.05,0,0.05,,,,,,
The Misadventures of Tron Bonne,Playstation,1999,Adventure,Eidos Interactive,0.03,0.02,0,0,0.05,,,,,,
Just Dance 2017,Playstation,2016,Misc,Ubisoft,0.01,0.03,0,0.01,0.05,,,tbd,,Ubisoft Paris,E10+
Ride 2,Playstation,2016,Racing,Milestone S.r.l,0,0.04,0,0.01,0.05,71,19,8,12,Milestone S.r.l,E
Brave Story: New Traveller (jp sales),Playstation,2006,Role-Playing,Sony Computer Entertainment,0,0,0.05,0,0.05,,,,,,
Black Jack vs. Matsudajun,Playstation,2000,Misc,Pony Canyon,0.03,0.02,0,0,0.05,,,,,,
Wrath Unleashed,Microsoft,2004,Strategy,LucasArts,0.03,0.01,0,0,0.05,69,32,7,4,Double Helix Games,T
Lips: Deutsche Partyknaller,Microsoft,2009,Misc,Microsoft Game Studios,0,0.04,0,0.01,0.05,,,,,,
Bleach: Soul Carnival,Playstation,2008,Fighting,Sony Computer Entertainment,0,0,0.05,0,0.05,,,,,,
Toukiden Kiwami,Playstation,2014,Action,Tecmo Koei,0,0,0.05,0,0.05,,,,,,
Resident Evil Director's Cut,Playstation,2006,Action,Capcom,0,0,0.05,0,0.05,,,,,,
The Bible Game,Microsoft,2005,Misc,Crave Entertainment,0.03,0.01,0,0,0.05,60,6,2.7,13,Crave,E
Inspector Gadget: Gadget's Crazy Maze,Playstation,2001,Puzzle,Ubisoft,0.03,0.02,0,0,0.05,,,,,,
World Fantasista,Playstation,2002,Sports,SquareSoft,0,0,0.05,0,0.05,,,,,,
Yager,Microsoft,2003,Shooter,THQ,0.03,0.01,0,0,0.05,70,19,9.3,9,Yager,T
Futurama,Microsoft,2003,Platform,SCi,0.03,0.01,0,0,0.05,58,21,6.9,14,UDS,T
Wayne Gretzky's 3D Hockey '98,Playstation,1997,Sports,GT Interactive,0.03,0.02,0,0,0.05,,,,,,
Resident Evil 6,Microsoft,2016,Shooter,Capcom,0.04,0,0,0,0.05,63,12,6.3,34,Capcom,M
Trigger Man,Microsoft,2004,Shooter,Crave Entertainment,0.03,0.01,0,0,0.05,31,5,tbd,,Point of View,T
Hitman (2016),Playstation,2016,Action,Square Enix,0,0.04,0,0.01,0.05,,,,,,
Short Track Racing: Trading Paint,Playstation,2009,Racing,THQ,0.02,0.02,0,0.01,0.05,,,tbd,,THQ,E
Rat Attack!,Playstation,1999,Puzzle,Mindscape,0.03,0.02,0,0,0.04,,,,,,
Sotsugyou II: Neo Generation,Playstation,1995,Simulation,Riverhillsoft,0,0,0.04,0,0.04,,,,,,
Forza Motorsport 3: Ultimate Edition,Microsoft,2010,Racing,Microsoft Game Studios,0,0.04,0,0.01,0.04,,,,,,
The King of Fighters 2002: Unlimited Match,Playstation,2009,Fighting,SNK Playmore,0,0,0.04,0,0.04,,,,,,
Art of Fighting Anthology,Playstation,2006,Fighting,Crave Entertainment,0.02,0.02,0,0.01,0.04,60,19,7,4,SNK Playmore,T
Ford Bold Moves Street Racing,Playstation,2006,Racing,Xplosiv,0.04,0,0,0,0.04,52,19,tbd,,Razorworks,E
Sébastien Loeb Rally Evo,Playstation,2016,Racing,Milestone S.r.l,0,0.04,0,0.01,0.04,71,28,8.1,73,Milestone S.r.l,E
Rapala Trophies,Playstation,2006,Sports,Activision,0.04,0,0,0,0.04,,,tbd,,Sand Grain Studios,E
Mana Khemia: Alchemists of Al-Revis (JP sales),Playstation,2007,Role-Playing,Nippon Ichi Software,0,0,0.04,0,0.04,,,,,,
The Hustle: Detroit Streets,Playstation,2006,Sports,Activision,0.02,0.02,0,0.01,0.04,46,5,tbd,,Blade Interactive,T
Tomoyo After: It's a Wonderful Life CS Edition,Playstation,2009,Adventure,Prototype,0,0,0.04,0,0.04,,,,,,
Guilty Gear XX Accent Core,Playstation,2007,Fighting,Unknown,0,0,0.04,0,0.04,77,9,8.3,16,Arc System Works,T
Assault Rigs,Playstation,1996,Action,Electronic Arts Victor,0.02,0.02,0,0,0.04,,,,,,
Operation Flashpoint: Elite,Microsoft,2005,Shooter,Codemasters,0.03,0.01,0,0,0.04,64,24,8.3,27,Bohemia Interactive,T
Virtua Tennis 3,Microsoft,2007,Sports,Sega,0.03,0.01,0,0,0.04,80,34,6.8,26,Sumo Digital,E
"Roswell Conspiracies: Aliens, Myths & Legends",Playstation,2001,Action,Red Storm Entertainment,0.02,0.02,0,0,0.04,,,,,,
Angelique Duet,Playstation,1998,Strategy,Tecmo Koei,0,0,0.04,0,0.04,,,,,,
Shin Fortune Quest: Sokutaku no Kishi,Playstation,1996,Misc,Media Works,0,0,0.04,0,0.04,,,,,,
Kamen Rider: Battride War Genesis,Playstation,2016,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,
Heatseeker,Playstation,2007,Action,Codemasters,0.04,0,0,0,0.04,49,7,tbd,,IR Gurus,T
TOCA Race Driver 2,Microsoft,2004,Racing,Codemasters,0.03,0.01,0,0,0.04,,,8.3,6,Codemasters,T
Battlezone,Playstation,2016,Action,Rebellion Developments,0.02,0.02,0,0.01,0.04,66,39,7,31,Rebellion,T
I.Q. Remix+: Intelligent Qube,Playstation,2000,Puzzle,Sony Computer Entertainment,0,0,0.04,0,0.04,,,,,,
Growlanser,Playstation,2009,Role-Playing,Atlus,0,0,0.04,0,0.04,,,,,,
Daito Giken Koushiki Pachi-Slot Simulator: Shake II,Playstation,2007,Misc,Paon,0,0,0.04,0,0.04,,,,,,
Grand Slam,Playstation,1997,Misc,Virgin Interactive,0.02,0.02,0,0,0.04,,,,,,
The King of Fighters 2000,Playstation,2002,Fighting,Playmore,0,0,0.04,0,0.04,,,,,,
Teenage Mutant Ninja Turtles: Mutants in Manhattan,Microsoft,2016,Action,Activision,0.03,0.01,0,0,0.04,55,14,6,38,PlatinumGames,T
Puyo Puyo Tetris,Playstation,2014,Puzzle,Sega,0,0,0.04,0,0.04,,,,,,
D.C.F.S.: Da Capo Four Seasons,Playstation,2005,Adventure,Kadokawa Shoten,0,0,0.04,0,0.04,,,,,,
FlatOut 2,Microsoft,2006,Racing,Empire Interactive,0.03,0.01,0,0,0.04,73,38,7.3,8,Bugbear,T
Rogue Trooper,Playstation,2006,Shooter,Eidos Interactive,0.02,0.02,0,0.01,0.04,71,37,8.2,9,Rebellion,T
Spy Fiction,Playstation,2003,Action,Sega,0.02,0.02,0,0.01,0.04,61,33,tbd,,Access Games,M
Enemy Front,Microsoft,2014,Shooter,Namco Bandai Games,0.02,0.02,0,0,0.04,35,8,5.8,78,CI Games,M
Doko Demo Issho: Let's Gakkou!,Playstation,2006,Misc,Sony Computer Entertainment,0,0,0.04,0,0.04,,,,,,
B's-LOG Party♪,Playstation,2010,Adventure,Idea Factory,0,0,0.04,0,0.04,,,,,,
Dai Senryaku VII: Modern Military Tactics,Microsoft,2003,Strategy,Kool Kizz,0.03,0.01,0,0,0.04,74,11,8.8,6,SystemSoft,E
White Album 2: Shiawase no Mukougawa,Playstation,2012,Adventure,Aqua Plus,0,0,0.04,0,0.04,,,,,,
Nobunaga's Ambition: Sphere of Influence,Playstation,2014,Strategy,Tecmo Koei,0.03,0,0,0.01,0.04,80,20,8.1,46,Koei Tecmo Games,T
The King of Fighters Kyo,Playstation,1998,Fighting,SNK Playmore,0,0,0.04,0,0.04,,,,,,
Record of Agarest War: Marriage,Playstation,2012,Role-Playing,Compile Heart,0,0,0.04,0,0.04,,,,,,
Corpse Party: Book of Shadows,Playstation,2011,Adventure,5pb,0,0,0.04,0,0.04,67,23,8.2,50,5pb,M
428: Fuusa Sareta Shibuya de,Playstation,2009,Adventure,Spike,0,0,0.04,0,0.04,,,,,,
Starry ? Sky: After Spring,Playstation,2009,Misc,Aqua Plus,0,0,0.04,0,0.04,,,,,,
Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,Playstation,2006,Adventure,Konami Digital Entertainment,0,0,0.04,0,0.04,,,,,,
Mechanic Escape,Playstation,2012,Platform,D3Publisher,0,0,0.04,0,0.04,,,,,,
Battle vs. Chess,Playstation,N/A,Misc,TopWare Interactive,0,0.03,0,0.01,0.04,,,,,"Targem Games, TopWare Interactive",T
WarTech: Senko no Ronde,Microsoft,2006,Fighting,Ubisoft,0.04,0,0,0,0.04,60,33,6.1,7,G.Rev,T
True Love Story 3,Playstation,2001,Simulation,Enterbrain,0,0,0.04,0,0.04,,,,,,
The Smurfs,Playstation,1998,Action,Infogrames,0.02,0.02,0,0,0.04,,,,,,
Teenage Mutant Ninja Turtles: Mutants in Manhattan,Microsoft,2016,Action,Activision,0.01,0.03,0,0,0.04,,,4.3,16,PlatinumGames,T
Strike Force Bowling,Microsoft,2004,Sports,Crave Entertainment,0.03,0.01,0,0,0.04,54,10,tbd,,Lab Rats Games,E
Blood Will Tell: Tezuka Osamu's Dororo,Playstation,2004,Adventure,Sega,0.02,0.02,0,0.01,0.04,,,,,,
Red Ninja: End of Honor,Playstation,2005,Action,Vivendi Games,0.02,0.02,0,0.01,0.04,47,17,5,7,Opus,M
Smash Court Tennis 3,Playstation,2007,Sports,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,68,30,6.3,4,"Namco Bandai Games America, Namco Bandai Games",E
Kanuchi: Shiroki Tsubasa no Shou,Playstation,2008,Adventure,Idea Factory,0,0,0.04,0,0.04,,,,,,
SX Superstar,Microsoft,2003,Racing,Acclaim Entertainment,0.03,0.01,0,0,0.04,53,17,tbd,,Acclaim,T
Katekyoo Hitman Reborn! Battle Arena,Playstation,2008,Fighting,Marvelous Interactive,0,0,0.04,0,0.04,,,,,,
Saint Seiya: The Hades,Playstation,2006,Fighting,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,
Saki Portable,Playstation,2010,Adventure,Alchemist,0,0,0.04,0,0.04,,,,,,
Outlaw Tennis,Microsoft,2005,Sports,Global Star,0.03,0.01,0,0,0.04,66,45,7.7,6,Hypnotix,M
Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,Playstation,2013,Simulation,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,
Saint Seiya: Soldiers' Soul,Playstation,2015,Fighting,Namco Bandai Games,0,0,0.04,0,0.04,,,6.3,4,Dimps Corporation,T
Nike+ Kinect Training,Microsoft,2012,Sports,Microsoft Game Studios,0.02,0.01,0,0,0.04,,,,,,
Star Ocean 5: Integrity and Faithlessness,Playstation,2016,Role-Playing,Square Enix,0,0,0.04,0,0.04,,,,,,
Brothers: A Tale of Two Sons,Microsoft,2015,Adventure,505 Games,0.03,0.01,0,0,0.04,81,6,8.9,26,Starbreeze,T
NHL Legacy,Playstation,2015,Action,Electronic Arts,0.03,0,0,0.01,0.04,,,,,,
Attack of the Movies 3D,Microsoft,2010,Shooter,Majesco Entertainment,0.04,0,0,0,0.04,38,8,1.7,10,Panic Button,T
The History Channel: Great Battles - Medieval,Playstation,N/A,Strategy,Slitherine Software,0,0.03,0,0.01,0.04,,,,,,
Get Up and Dance,Playstation,2011,Misc,O-Games,0.03,0,0,0,0.04,,,tbd,,Crave,T
NASCAR 07,Microsoft,2006,Racing,Electronic Arts,0.03,0.01,0,0,0.04,72,26,7,4,EA Tiburon,E
Dance Dance Revolution Disney Mix,Playstation,2000,Simulation,Konami Digital Entertainment,0.02,0.02,0,0,0.04,74,7,8.3,13,Konami,E
Maken Shao: Demon Sword,Playstation,2001,Action,Midas Interactive Entertainment,0,0,0.04,0,0.04,,,,,,
Scaler,Microsoft,2004,Platform,Global Star,0.03,0.01,0,0,0.04,69,25,tbd,,Artificial Mind and Movement,E
Super Robot Taisen OG Infinite Battle,Playstation,2013,Fighting,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,
BeatMania IIDX 16: Empress + Premium Best,Playstation,2009,Simulation,Konami Digital Entertainment,0,0,0.04,0,0.04,,,,,,
FIFA Soccer 2003 (weekly jp sales),Playstation,2002,Sports,Electronic Arts,0,0,0.04,0,0.04,,,,,,
High Heat Baseball 2002,Playstation,2001,Sports,3DO,0.02,0.02,0,0,0.04,,,,,,
