Platform,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,User_Score
Microsoft,0.06,0.03,0.05,0.01,68,8.1
Microsoft,0.11,0.02,0,0.01,69,7.9
Nintendo,0.09,0.04,0,0.01,43,5.4
Playstation,0.13,0,0,0.01,74,7.9
Nintendo,0.11,0.02,0,0.01,74,6
Microsoft,0.11,0.03,0,0.01,65,7.7
Nintendo,0.06,0.08,0,0.01,71,6.3
Playstation,0,0,0.15,0,74,8.3
Playstation,0,0,0.15,0,66,7.2
Playstation,0.07,0.06,0,0.02,54,4.6
Nintendo,0.1,0.04,0,0,83,9.6
Microsoft,0.11,0.03,0,0.01,86,7.6
Microsoft,0.08,0.05,0,0.01,63,6.6
Playstation,0.12,0.02,0,0.01,50,5.4
Nintendo,0.13,0,0,0.01,64,7.4
Microsoft,0.11,0.03,0,0.01,66,7.3
Microsoft,0.13,0,0,0.01,58,7.8
Playstation,0.07,0.06,0,0.02,76,8.2
Nintendo,0.13,0.01,0,0.01,56,6.1
Microsoft,0.11,0.03,0,0.01,59,3
Playstation,0.09,0,0.04,0.01,56,7.2
Nintendo,0.12,0.01,0,0.01,59,5
Nintendo,0.13,0,0,0.01,59,8
Playstation,0.07,0.06,0,0.02,74,8.9
Nintendo,0.1,0.04,0,0,83,7.8
Playstation,0.07,0.03,0.02,0.02,80,7.7
Playstation,0.07,0.06,0,0.02,69,7.3
Playstation,0.11,0,0,0.03,50,2.3
Playstation,0.07,0.05,0,0.02,58,3.5
Nintendo,0.13,0,0,0.01,79,7.9
Playstation,0.07,0.06,0,0.02,75,6.5
Nintendo,0.09,0.03,0.01,0.01,82,7.7
Playstation,0.12,0.01,0,0.02,82,7.5
Playstation,0.06,0,0.08,0.01,61,7.1
Playstation,0.07,0.05,0,0.02,76,8
Playstation,0.07,0.05,0,0.02,81,7.9
Microsoft,0.09,0.04,0,0.01,38,5.7
Playstation,0.13,0,0,0.02,76,8.2
Playstation,0.07,0.02,0.05,0.01,74,7.9
Playstation,0.07,0,0.06,0.01,68,7.3
Playstation,0.07,0.05,0,0.02,44,5.7
Playstation,0.07,0.05,0,0.02,79,8.6
Microsoft,0.11,0.03,0,0.01,35,2
Microsoft,0.11,0.03,0,0.01,81,8.1
Microsoft,0.11,0.03,0,0.01,84,8.4
Nintendo,0.07,0,0.06,0.01,59,5.4
Playstation,0,0.09,0.02,0.02,40,2.9
Playstation,0.03,0,0.11,0,63,6.9
Nintendo,0.1,0.04,0,0,81,8.5
Playstation,0.07,0.05,0,0.02,67,6.6
Playstation,0.13,0,0,0.01,64,7.1
Microsoft,0.11,0.03,0,0.01,81,9.1
Playstation,0.09,0,0.04,0.01,77,7
Playstation,0.13,0,0,0.01,65,6.8
Microsoft,0.11,0.03,0,0.01,72,7.8
Playstation,0.11,0,0.02,0.02,67,5.2
Playstation,0.07,0.05,0,0.02,72,7.9
Playstation,0.07,0.05,0,0.02,64,7.3
Playstation,0.07,0.05,0,0.02,39,4.4
Playstation,0.04,0.08,0,0.02,80,5.5
Playstation,0.07,0.05,0,0.02,54,8
Nintendo,0.13,0,0,0.01,19,3.1
Nintendo,0.12,0.01,0,0.01,71,8.4
Nintendo,0.04,0.08,0,0.02,54,7.4
Nintendo,0.13,0,0,0.01,64,5.4
Playstation,0.04,0.08,0,0.02,88,8
Microsoft,0.03,0.1,0,0.01,79,7.3
Playstation,0.08,0.05,0,0.01,69,7.3
Microsoft,0.05,0.08,0,0.01,60,6
Playstation,0.07,0.05,0,0.02,78,8.3
Microsoft,0.11,0.03,0,0.01,64,9.1
Playstation,0.07,0.05,0,0.02,65,8.2
Playstation,0.07,0.05,0,0.02,68,8.7
Nintendo,0.12,0.01,0,0.01,73,8
Nintendo,0.08,0.04,0.02,0.01,90,8.2
Playstation,0.13,0,0,0.01,36,0.5
Nintendo,0.08,0,0.05,0.01,70,8.9
Nintendo,0.1,0.02,0,0.01,54,7.6
Playstation,0.07,0.05,0,0.02,67,8
Microsoft,0.13,0,0,0.01,53,5
Playstation,0.07,0.05,0,0.02,71,8.5
Microsoft,0.1,0.03,0.01,0.01,73,7.2
Microsoft,0.1,0.02,0.02,0.01,50,5.4
Microsoft,0.06,0.07,0,0.01,49,4.1
Microsoft,0.1,0.03,0,0,63,8.2
Playstation,0.06,0.03,0.03,0.01,55,6.2
Nintendo,0.05,0.08,0,0.01,65,7.5
Nintendo,0.1,0.04,0,0,71,5.5
Microsoft,0.11,0.03,0,0.01,66,8.4
Playstation,0.07,0,0.06,0.01,64,6.6
Playstation,0.04,0.08,0,0.02,45,5.9
Microsoft,0.08,0.03,0.03,0,51,4.1
Playstation,0.13,0,0,0.01,82,5.2
Microsoft,0.09,0.04,0,0.01,75,7.9
Microsoft,0.12,0.01,0,0.01,48,5.7
Playstation,0,0,0.14,0,63,8
Playstation,0.08,0.05,0,0.01,83,7.4
Microsoft,0.13,0,0,0.01,78,8.4
Playstation,0.03,0.07,0.01,0.02,63,6.4
Microsoft,0.11,0.02,0,0.01,72,7.8
Microsoft,0.11,0.02,0,0.01,58,7.6
Nintendo,0.03,0.01,0.09,0,58,8.5
Playstation,0.03,0.08,0,0.02,81,8.6
Nintendo,0.1,0.04,0,0,30,3
Microsoft,0.1,0.02,0,0.01,62,8.1
Microsoft,0.1,0.03,0,0.01,60,5.8
Playstation,0.07,0.05,0,0.02,76,6.4
Nintendo,0.12,0,0,0.01,46,6.7
Microsoft,0.1,0.03,0,0,68,9.1
Playstation,0.07,0.05,0,0.02,77,7.5
Playstation,0.12,0,0,0.01,54,6.5
Microsoft,0.1,0.02,0,0.01,35,4.7
Microsoft,0.1,0.03,0,0,74,9.1
Playstation,0,0,0.13,0,84,8.1
Nintendo,0.1,0.04,0,0,66,8.8
Playstation,0.07,0.05,0,0.02,65,8
Nintendo,0.1,0.01,0.01,0.01,35,6.7
Playstation,0.12,0,0,0.01,65,2.8
Nintendo,0.09,0.04,0,0.01,75,7.8
Nintendo,0.12,0,0.01,0.01,70,7.4
Microsoft,0.11,0.01,0,0.01,80,7.7
Nintendo,0.11,0.01,0,0.01,47,7.5
Playstation,0.07,0.05,0,0.02,49,3.5
Microsoft,0.1,0.03,0,0,79,8.5
Microsoft,0.1,0.03,0,0,65,5.8
Nintendo,0.08,0.01,0.03,0.01,68,8.1
Nintendo,0.06,0.07,0,0.01,76,6.3
Nintendo,0.1,0.04,0,0,66,8.1
Playstation,0.07,0.05,0,0.01,69,7
Playstation,0.07,0.05,0,0.02,59,8
Playstation,0.07,0.05,0,0.02,58,6.9
Playstation,0.07,0.05,0,0.02,48,6.7
Microsoft,0.1,0.03,0,0,53,4
Playstation,0.11,0.01,0,0.01,27,2.8
Nintendo,0.1,0.04,0,0,80,7.8
Nintendo,0.11,0.01,0,0.01,49,7.1
Microsoft,0.1,0.02,0,0.01,26,2.2
Nintendo,0.12,0,0,0.01,51,3.7
Nintendo,0.11,0.02,0,0.01,65,7
Playstation,0.07,0.05,0,0.02,72,8.8
Microsoft,0.11,0.02,0,0.01,72,7.8
Microsoft,0.11,0.01,0,0.01,71,7.4
Nintendo,0.12,0,0,0.01,64,6.3
Microsoft,0.09,0.03,0,0.01,85,8.7
Playstation,0.07,0.05,0,0.02,79,8.7
Playstation,0.07,0.03,0.02,0.01,50,5.9
Playstation,0.06,0.05,0,0.02,39,3.8
Microsoft,0.1,0.03,0,0,79,9
Nintendo,0.12,0,0,0.01,28,3.2
Microsoft,0.1,0.03,0,0,44,6
Nintendo,0.08,0.02,0.03,0.01,69,8.7
Playstation,0.07,0.05,0,0.01,75,6.2
Microsoft,0.12,0,0,0.01,61,4.2
Nintendo,0.12,0,0.01,0.01,76,7.1
Nintendo,0.09,0.04,0,0,55,8.2
Microsoft,0.08,0.05,0,0.01,56,7.8
Microsoft,0.1,0.03,0,0,82,7.2
Nintendo,0.12,0,0,0.01,80,8.3
Playstation,0.06,0.05,0,0.02,65,8.8
Playstation,0.09,0.03,0,0.02,69,5.6
Playstation,0.02,0.05,0.04,0.01,80,8.2
Playstation,0.06,0.05,0,0.02,57,7.8
Nintendo,0.11,0,0.01,0.01,79,8.7
Microsoft,0.07,0.01,0.04,0.01,62,6.6
Playstation,0.06,0.05,0,0.02,54,8.2
Nintendo,0.07,0.05,0,0.01,78,7.5
Playstation,0.12,0,0,0.01,80,7.6
Playstation,0.12,0,0,0.01,54,7.2
Playstation,0.12,0,0,0.01,63,6
Microsoft,0.1,0.03,0,0,67,6.8
Playstation,0.08,0.03,0,0.02,50,7.1
Nintendo,0.11,0.01,0,0.01,61,7.5
Microsoft,0.1,0.03,0,0,80,9.2
Playstation,0.06,0.05,0,0.02,58,5.5
Microsoft,0.1,0.03,0,0,56,8.1
Microsoft,0.1,0.03,0,0,33,8
Microsoft,0.09,0.03,0,0.01,42,7.3
Microsoft,0.08,0.01,0.03,0.01,83,7.3
Microsoft,0.12,0,0,0.01,48,5.6
Microsoft,0.1,0.03,0,0,76,8.2
Microsoft,0.1,0.03,0,0,62,8.3
Microsoft,0.1,0.03,0,0,61,5.7
Playstation,0.06,0.05,0,0.02,77,8.5
Playstation,0.06,0.05,0,0.02,48,3.7
Playstation,0,0.06,0.06,0.01,86,7.6
Playstation,0.04,0.03,0.04,0.02,72,7.8
Playstation,0.06,0.05,0,0.02,66,8.7
Nintendo,0.07,0.05,0,0.01,62,6.4
Playstation,0.03,0.02,0.07,0.01,77,6.8
Nintendo,0.07,0,0.05,0.01,73,7.2
Nintendo,0.12,0,0,0.01,68,6.9
Nintendo,0.09,0.03,0,0.01,24,3.5
Microsoft,0.08,0.02,0.03,0,80,8.5
Playstation,0.06,0.05,0,0.02,62,7
Nintendo,0.09,0.03,0,0.01,42,3.9
Nintendo,0.12,0,0,0.01,41,6.3
Playstation,0.06,0.05,0,0.02,78,8.2
Microsoft,0.06,0.06,0,0.01,68,8
Playstation,0.12,0,0,0.01,39,1.8
Microsoft,0.1,0.03,0,0,48,5.6
Nintendo,0.1,0.01,0,0.01,61,7.4
Playstation,0.09,0.02,0,0.01,51,6.5
Playstation,0.11,0.01,0,0.01,61,7
Playstation,0.04,0.02,0.05,0.01,57,5
Microsoft,0.08,0.02,0.02,0.01,38,2.4
Microsoft,0.07,0.04,0,0.01,59,7.2
Microsoft,0.1,0.03,0,0,74,8.4
Nintendo,0.12,0,0,0.01,73,8.3
Microsoft,0.11,0.01,0,0.01,39,6.4
Playstation,0.06,0.05,0,0.02,53,6.7
Playstation,0.06,0.05,0,0.02,52,8.5
Microsoft,0.1,0.03,0,0,73,8.8
Playstation,0.06,0.05,0,0.02,63,6.2
Microsoft,0.1,0.03,0,0,68,7.5
Nintendo,0.07,0.04,0,0.01,85,7
Nintendo,0.1,0.01,0,0.01,60,8.3
Microsoft,0.11,0.01,0,0.01,61,8.2
Microsoft,0.09,0.03,0,0,75,6.6
Playstation,0.05,0.04,0.02,0.01,60,8.8
Microsoft,0.12,0,0,0.01,60,7.2
Microsoft,0.1,0.01,0,0.01,37,3
Nintendo,0.12,0,0,0.01,47,6.7
Microsoft,0.09,0.03,0,0,69,7.8
Microsoft,0.09,0.03,0,0,70,8.1
Playstation,0.06,0.05,0,0.02,74,9.1
Nintendo,0.11,0,0,0.01,45,6.6
Microsoft,0.09,0.03,0,0,79,7.2
Nintendo,0.12,0,0,0.01,36,4.8
Nintendo,0.07,0.04,0,0.01,71,7.4
Playstation,0.06,0.04,0.01,0.02,50,4.7
Nintendo,0.11,0.01,0,0.01,74,7.4
Microsoft,0.04,0.08,0,0.01,86,8
Playstation,0.11,0,0,0.01,79,6.6
Playstation,0.06,0.05,0,0.02,70,7.8
Playstation,0.05,0.01,0.05,0.01,59,8
Nintendo,0.11,0,0,0.01,61,4.8
Playstation,0.07,0.05,0,0.01,63,8.2
Playstation,0.06,0.05,0,0.02,59,5.2
Microsoft,0.1,0.01,0,0.01,53,7
Playstation,0.06,0.05,0,0.02,79,7.8
Nintendo,0.11,0,0,0.01,53,8.1
Playstation,0.06,0.05,0,0.02,49,5
Playstation,0.09,0,0.03,0.01,50,6.7
Nintendo,0.09,0,0.03,0.01,62,7.7
Playstation,0.06,0.05,0,0.02,78,7
Playstation,0.11,0,0,0.01,64,8.4
Playstation,0.06,0.05,0,0.02,77,7.3
Microsoft,0.09,0.03,0,0,70,7.2
Playstation,0.11,0,0,0.01,66,7.7
Playstation,0.07,0.05,0,0.01,79,8.3
Microsoft,0.09,0.02,0,0.01,68,7.5
Nintendo,0.11,0.01,0,0.01,49,4.9
Nintendo,0.11,0,0,0.01,59,7
Nintendo,0.11,0,0,0.01,66,6.3
Microsoft,0.09,0.03,0,0,74,5.8
Microsoft,0.09,0.03,0,0,73,8.4
Playstation,0.11,0,0,0.01,66,6.8
Microsoft,0.09,0.02,0,0.01,37,4.5
Nintendo,0.1,0.01,0,0.01,46,6.8
Microsoft,0.09,0.03,0,0,60,7.4
Nintendo,0.08,0.03,0,0.01,64,7.2
Playstation,0.06,0.05,0,0.02,67,8.4
Playstation,0.11,0,0,0.01,86,7.9
Playstation,0.06,0.05,0,0.02,53,7.7
Microsoft,0.08,0.02,0.01,0.01,64,7.2
Playstation,0.01,0.09,0,0.02,76,7.4
Microsoft,0.07,0.04,0,0.01,33,4.3
Playstation,0.06,0.05,0,0.02,43,2
Playstation,0.03,0.02,0.06,0.01,75,8.1
Playstation,0.08,0.02,0,0.02,68,8.8
Playstation,0.07,0.04,0,0.02,50,4
Playstation,0.05,0,0.06,0.01,63,8
Nintendo,0.11,0,0,0.01,49,6
Microsoft,0.09,0.03,0,0,65,8.4
Playstation,0.07,0.03,0,0.02,47,6.5
Nintendo,0.11,0,0,0.01,59,6.2
Microsoft,0.09,0.03,0,0,71,8.2
Playstation,0.07,0.03,0,0.01,47,6.5
Playstation,0.07,0.05,0,0.01,72,8.8
Nintendo,0.11,0,0,0.01,80,8.2
Playstation,0.06,0.03,0,0.02,65,6.9
Nintendo,0.07,0.04,0,0.01,64,7.6
Nintendo,0.11,0,0,0.01,28,4.9
Microsoft,0.1,0.01,0,0.01,44,7.3
Nintendo,0.08,0,0.03,0.01,70,6.7
Microsoft,0,0.1,0,0.02,66,6
Nintendo,0.11,0,0,0.01,61,6.6
Microsoft,0.09,0.03,0,0,71,6.8
Microsoft,0.11,0,0,0.01,70,7.3
Playstation,0.08,0.02,0,0.02,74,8.7
Microsoft,0.09,0.02,0,0.01,39,2.1
Playstation,0.06,0.05,0,0.02,65,5.8
Nintendo,0.08,0.02,0.01,0.01,45,6.5
Microsoft,0.11,0,0,0.01,83,8.3
Nintendo,0.09,0.02,0,0.01,64,6.8
Playstation,0.07,0.03,0,0.02,72,7.7
Microsoft,0.11,0,0,0.01,36,2.1
Microsoft,0.09,0.03,0,0,69,7.1
Playstation,0.06,0.05,0,0.02,65,6.9
Microsoft,0.09,0.03,0,0,88,9
Playstation,0.06,0.05,0,0.02,39,8.1
Nintendo,0.08,0.02,0.01,0.01,74,7.9
Playstation,0.08,0.02,0,0.02,66,6.2
Nintendo,0.09,0,0.02,0.01,68,8.2
Nintendo,0.06,0.04,0,0.01,50,5
Microsoft,0.1,0,0.01,0.01,63,7.8
Nintendo,0.04,0.07,0,0.01,75,7.8
Microsoft,0.09,0.01,0,0.01,64,7.4
Nintendo,0.11,0,0,0.01,84,8.2
Nintendo,0.08,0.03,0,0.01,50,6.4
Nintendo,0.1,0.01,0,0.01,25,3.7
Playstation,0.03,0.02,0.06,0.01,73,7.3
Microsoft,0.09,0.03,0,0,74,7
Microsoft,0.07,0.03,0.01,0.01,58,5.8
Nintendo,0.1,0.01,0,0.01,64,7.7
Nintendo,0.08,0.03,0,0,72,7
Nintendo,0.11,0,0,0.01,61,4.9
Playstation,0.06,0.04,0,0.01,68,7.7
Microsoft,0.09,0.03,0,0,45,7.3
Nintendo,0.04,0.06,0,0.01,77,7.3
Microsoft,0.09,0.03,0,0,73,8.4
Nintendo,0.11,0,0,0.01,55,8
Nintendo,0.08,0.02,0,0.01,78,7.5
Playstation,0,0,0.12,0,66,7.4
Nintendo,0.09,0,0.01,0.01,68,8.7
Microsoft,0.09,0.02,0,0,89,7.1
Playstation,0.05,0.04,0.02,0.01,81,6.4
Playstation,0.1,0,0,0.01,74,7.3
Playstation,0.11,0,0,0.01,73,7.7
Microsoft,0.08,0.03,0,0.01,21,5
Microsoft,0.09,0.02,0,0,79,9.1
Nintendo,0.08,0.03,0,0,77,6
Playstation,0.03,0.02,0.06,0.01,70,8.2
Playstation,0.03,0.02,0.05,0.01,68,7.4
Microsoft,0.09,0.02,0,0,59,7.5
Microsoft,0.09,0.02,0,0,62,8.1
Playstation,0.06,0.04,0,0.01,67,9
Playstation,0.06,0.04,0,0.01,68,8.9
Nintendo,0.11,0,0,0.01,66,7.3
Playstation,0.04,0.06,0,0.02,19,3.4
Playstation,0.05,0.04,0.02,0.01,61,6.5
Nintendo,0.1,0,0,0.01,74,5.8
Nintendo,0.08,0.03,0,0,76,8.1
Nintendo,0.02,0.01,0.08,0,72,6.8
Nintendo,0.08,0,0.03,0.01,50,6.2
Nintendo,0,0,0.11,0,77,7.3
Playstation,0.06,0.04,0,0.01,69,8.1
Microsoft,0.1,0.01,0,0.01,45,5.4
Microsoft,0.1,0,0,0.01,55,5.2
Playstation,0.1,0.01,0,0.01,68,5.9
Microsoft,0.11,0,0,0.01,67,8.4
Playstation,0.06,0.04,0,0.01,54,9.1
Microsoft,0.09,0.01,0,0.01,40,6.5
Microsoft,0.08,0.02,0,0,81,8.5
Playstation,0.06,0.04,0,0.01,81,7.7
Nintendo,0.08,0.03,0,0,54,8.3
Nintendo,0,0.03,0.08,0,67,7.6
Playstation,0.08,0.02,0,0.01,74,8.2
Playstation,0.06,0.04,0,0.01,73,8.2
Playstation,0.06,0.04,0,0.01,82,8.7
Microsoft,0.08,0.02,0,0,75,8.1
Microsoft,0.08,0.02,0,0,25,3.6
Nintendo,0.1,0,0,0.01,28,3.9
Playstation,0.08,0.02,0,0.02,63,6.7
Microsoft,0.09,0.02,0,0.01,55,6.7
Microsoft,0.08,0.02,0,0,67,7.7
Microsoft,0.09,0,0.01,0.01,63,4.2
Microsoft,0.08,0.02,0,0,53,8
Playstation,0.06,0.04,0,0.01,39,2
Playstation,0.06,0.04,0,0.01,68,7.7
Nintendo,0.08,0.02,0,0.01,75,7.6
Microsoft,0.08,0.02,0,0,81,8.5
Microsoft,0.04,0.01,0.06,0,48,7.5
Microsoft,0.08,0.02,0,0,63,7.6
Playstation,0.06,0.04,0,0.01,43,6.3
Playstation,0,0,0.1,0.01,69,9
Microsoft,0.1,0,0,0.01,51,5.4
Playstation,0.1,0,0,0.01,37,4.1
Nintendo,0.08,0.03,0,0,63,2.8
Playstation,0,0,0.11,0,80,8.8
Nintendo,0.09,0.01,0,0.01,75,8.3
Nintendo,0.1,0,0,0.01,58,7.5
Playstation,0.07,0.01,0.03,0.01,82,7.8
Playstation,0.05,0.04,0,0.01,66,7
Nintendo,0.1,0,0,0.01,26,3.8
Microsoft,0.1,0,0,0.01,59,7.3
Nintendo,0.08,0.02,0,0.01,75,8.2
Microsoft,0.1,0,0,0.01,57,5.3
Playstation,0.1,0,0,0.01,77,7.7
Playstation,0.07,0.03,0,0.01,41,3.1
Playstation,0,0.1,0,0.02,75,8.5
Nintendo,0.1,0,0,0.01,68,5.3
Nintendo,0.1,0,0,0.01,39,5.6
Microsoft,0.05,0.05,0,0.01,71,7.7
Microsoft,0.08,0.02,0,0,88,8.4
Playstation,0.09,0.01,0,0.01,58,4.1
Nintendo,0.08,0.03,0,0,50,5
Microsoft,0.07,0.03,0,0.01,28,5.2
Playstation,0.05,0.04,0,0.01,63,8
Microsoft,0.08,0.02,0,0,79,7
Playstation,0.05,0.04,0,0.01,56,5
Nintendo,0.08,0.02,0,0.01,62,7.4
Nintendo,0.09,0.01,0,0.01,55,6.1
Microsoft,0.08,0.02,0,0,76,8.3
Microsoft,0.1,0,0,0.01,70,7
Playstation,0.05,0.04,0,0.01,67,8.9
Playstation,0.05,0.04,0,0.01,71,8.6
Playstation,0.05,0.05,0,0.02,50,3.5
Playstation,0.05,0.04,0,0.01,60,5.3
Playstation,0.05,0.04,0,0.01,64,8
Nintendo,0.06,0.04,0,0.01,49,6.7
Microsoft,0.07,0.03,0,0.01,50,7.1
Nintendo,0.09,0.01,0,0.01,66,6.3
Microsoft,0.08,0.02,0,0,65,8.8
Microsoft,0.07,0.03,0,0.01,53,4.7
Playstation,0.1,0,0,0.01,57,6.3
Nintendo,0.1,0,0,0.01,71,8.1
Microsoft,0.09,0.01,0,0.01,48,3.5
Nintendo,0.07,0.02,0.02,0.01,69,7.8
Microsoft,0.05,0.05,0,0.01,77,8.2
Playstation,0.05,0.04,0,0.01,58,7.4
Microsoft,0.08,0.02,0,0,39,0.5
Playstation,0.05,0.04,0,0.01,78,9.1
Playstation,0.05,0.04,0,0.01,73,6.3
Microsoft,0.08,0.02,0,0,69,8.8
Nintendo,0.1,0,0,0.01,45,7.3
Microsoft,0.08,0.02,0,0,58,7.8
Playstation,0.1,0,0,0.01,66,6.4
Microsoft,0.1,0,0,0.01,38,3.8
Playstation,0.03,0.05,0.01,0.02,79,7.9
Microsoft,0.1,0,0,0.01,44,5.7
Microsoft,0.09,0.01,0,0.01,60,5.6
Nintendo,0.1,0,0,0.01,48,3.5
Microsoft,0.05,0.05,0,0.01,62,7.2
Microsoft,0.1,0,0,0.01,51,9
Playstation,0.1,0,0,0.01,43,5.6
Nintendo,0.08,0.02,0,0.01,75,7
Playstation,0,0.01,0.09,0,69,8
Nintendo,0.05,0.01,0.04,0.01,64,6.1
Nintendo,0.08,0.03,0,0,77,9.1
Playstation,0.09,0,0,0.02,67,4.6
Playstation,0.09,0.01,0,0.01,53,4.8
Playstation,0.09,0,0,0.01,77,6.5
Microsoft,0.1,0,0,0.01,62,6.2
Nintendo,0.07,0.03,0,0.01,82,7.3
Microsoft,0.04,0.06,0,0.01,85,6.2
Playstation,0.1,0,0,0.01,72,7.3
Microsoft,0.09,0.01,0,0.01,28,2.8
Microsoft,0.08,0.02,0,0,64,8.2
Playstation,0.06,0.04,0,0.01,64,6.1
Microsoft,0.08,0.02,0,0,37,4.7
Microsoft,0.07,0.02,0,0.01,80,8.8
Playstation,0.06,0.04,0,0.01,51,9
Playstation,0.05,0,0.05,0.01,75,7.8
Playstation,0.1,0,0,0.01,54,7.1
Microsoft,0.08,0.02,0,0,54,7.4
Microsoft,0.05,0.04,0,0.01,60,6.5
Nintendo,0.1,0,0,0.01,79,8.5
Nintendo,0.08,0.03,0,0,62,7.8
Nintendo,0.1,0,0,0.01,50,7.8
Nintendo,0.05,0.04,0,0.01,75,7.3
Playstation,0.01,0.09,0,0.01,58,6.6
Playstation,0.05,0.04,0,0.01,24,4.1
Playstation,0.05,0.04,0,0.01,67,7.8
Microsoft,0.1,0,0,0.01,47,5.3
Microsoft,0.08,0.02,0,0,66,7.3
Playstation,0.09,0,0,0.01,59,7.9
Microsoft,0.08,0.02,0,0,70,8.5
Playstation,0.05,0.04,0,0.01,70,7.7
Microsoft,0.08,0.02,0,0,70,7.4
Microsoft,0.08,0.02,0,0,76,5.1
Playstation,0.03,0.04,0.03,0.01,56,3.4
Microsoft,0.09,0,0,0.01,79,6.5
Nintendo,0.07,0.03,0,0,68,5.9
Playstation,0.02,0.02,0.06,0.01,69,8.3
Microsoft,0.06,0.04,0,0.01,52,6.3
Playstation,0,0.03,0.06,0.01,81,8.3
Playstation,0.05,0.04,0,0.01,54,4
Nintendo,0.1,0,0,0.01,71,7.4
Playstation,0.05,0.04,0,0.01,84,8.2
Nintendo,0.09,0.01,0,0.01,61,7.8
Playstation,0.1,0,0,0.01,61,7.4
Playstation,0.05,0.04,0,0.01,78,8.6
Nintendo,0.07,0.03,0,0,78,9.3
Microsoft,0.08,0.02,0,0,72,7
Playstation,0.09,0,0,0.01,72,0.6
Playstation,0.09,0.01,0,0.01,66,6
Playstation,0.02,0.01,0.07,0,71,9
Nintendo,0.09,0,0.01,0.01,64,6.7
Nintendo,0.07,0.03,0,0,76,9.2
Microsoft,0.07,0.02,0,0.01,52,6.5
Playstation,0.05,0,0.04,0.01,73,7.9
Playstation,0.05,0.04,0,0.01,72,7.5
Microsoft,0.09,0.01,0,0.01,66,8.3
Playstation,0.05,0.04,0,0.01,51,6.2
Microsoft,0.04,0.05,0,0.01,54,5.3
Microsoft,0.09,0,0,0.01,72,3.4
Nintendo,0.07,0.01,0.01,0.01,39,5.6
Microsoft,0.08,0.02,0,0,84,8.1
Microsoft,0.08,0.02,0,0,60,8
Microsoft,0.08,0.02,0,0,63,6.2
Microsoft,0.08,0.01,0,0.01,68,7.2
Nintendo,0.09,0,0,0.01,56,8.8
Microsoft,0.08,0.02,0,0,80,8.7
Playstation,0.04,0.03,0.02,0.01,57,7.2
Microsoft,0.09,0,0,0.01,61,6.1
Microsoft,0.08,0.02,0,0,53,8.1
Playstation,0.05,0.04,0,0.01,58,8.2
Nintendo,0.09,0,0,0.01,71,6.3
Playstation,0.05,0.04,0,0.01,52,4.2
Microsoft,0.08,0.02,0,0,62,7.9
Playstation,0.02,0.02,0.05,0.01,58,6.8
Nintendo,0.08,0.01,0,0.01,53,6.5
Nintendo,0.06,0.03,0,0.01,65,7
Nintendo,0.09,0,0,0.01,71,7.5
Nintendo,0.09,0,0,0.01,68,6.2
Playstation,0.05,0.04,0,0.01,76,7.8
Playstation,0.06,0,0.03,0.01,41,5.3
Nintendo,0.07,0.03,0,0,33,6.3
Playstation,0.05,0.04,0,0.01,65,7.5
Microsoft,0.08,0.02,0,0,80,8
Microsoft,0.09,0,0,0.01,49,3.1
Nintendo,0.09,0,0,0.01,25,3.5
Playstation,0.05,0.04,0,0.01,49,8
Microsoft,0.07,0.02,0,0.01,75,7.5
Microsoft,0.08,0.02,0,0,75,8.8
Playstation,0.05,0.04,0,0.01,78,8.3
Nintendo,0.09,0,0,0.01,43,3.5
Microsoft,0.08,0.02,0,0.01,64,7.1
Nintendo,0.07,0.03,0,0,77,8.6
Microsoft,0.07,0.01,0.02,0.01,55,6.1
Nintendo,0.09,0,0,0.01,77,7.5
Nintendo,0.09,0,0,0.01,67,7.3
Nintendo,0.09,0,0,0.01,32,1.8
Playstation,0.09,0,0,0.01,69,7.7
Microsoft,0.07,0.02,0,0,69,7.4
Playstation,0.05,0.04,0,0.01,60,8.5
Playstation,0.06,0.03,0,0.01,17,1.7
Microsoft,0.07,0.03,0,0,84,7.7
Microsoft,0.07,0.02,0,0,28,4.6
Microsoft,0.09,0,0,0.01,75,6.1
Nintendo,0.07,0.02,0,0.01,36,4.5
Microsoft,0.07,0.02,0,0,82,9.2
Nintendo,0.07,0,0.03,0.01,73,8.2
Playstation,0.09,0,0,0.01,62,8
Microsoft,0.07,0.02,0,0,46,8
Nintendo,0.08,0,0.01,0.01,65,7.7
Microsoft,0.07,0.02,0,0,67,5.2
Playstation,0.05,0.04,0,0.01,42,8.3
Playstation,0,0.08,0,0.01,71,5.9
Playstation,0.03,0.05,0,0.02,73,6.3
Playstation,0.09,0,0,0.01,28,0.9
Playstation,0,0.08,0,0.01,73,6.8
Playstation,0.05,0.02,0.02,0.01,53,6
Microsoft,0.06,0.03,0,0.01,52,5.5
Playstation,0.05,0.04,0,0.01,62,9.1
Playstation,0.04,0.03,0.01,0.01,53,7.2
Nintendo,0.06,0.03,0,0.01,55,4.2
Nintendo,0.05,0.04,0,0.01,51,5.9
Nintendo,0.08,0,0,0.01,72,6.8
Nintendo,0.06,0,0.03,0,63,6.6
Playstation,0,0,0.1,0,64,7.3
Nintendo,0.09,0,0,0.01,71,7.6
Microsoft,0.09,0,0,0.01,56,5.5
Playstation,0.05,0.04,0,0.01,73,7.5
