"","Platform","Genre","Publisher","Global_Sales"
"14837","PC","Role-Playing","Microsoft Game Studios","[0.01,0.09)"
"14838","DS","Misc","D3Publisher","[0.01,0.09)"
"14839","XB","Shooter","Groove Games","[0.01,0.09)"
"14840","PS2","Role-Playing","Success","[0.01,0.09)"
"14841","DS","Simulation","Ubisoft","[0.01,0.09)"
"14842","PC","Shooter","Vivendi Games","[0.01,0.09)"
"14843","PS2","Adventure","D3Publisher","[0.01,0.09)"
"14844","PS2","Simulation","Konami Digital Entertainment","[0.01,0.09)"
"14845","PC","Adventure","Unknown","[0.01,0.09)"
"14846","GBA","Puzzle","Unknown","[0.01,0.09)"
"14847","PSV","Adventure","Nippon Ichi Software","[0.01,0.09)"
"14848","WiiU","Action","505 Games","[0.01,0.09)"
"14849","DS","Misc","Tomy Corporation","[0.01,0.09)"
"14850","DS","Role-Playing","Unknown","[0.01,0.09)"
"14851","PS2","Adventure","Media Works","[0.01,0.09)"
"14852","Wii","Simulation","Zushi Games","[0.01,0.09)"
"14853","DS","Puzzle","CDV Software Entertainment","[0.01,0.09)"
"14854","DS","Action","Spike","[0.01,0.09)"
"14855","PC","Action","Electronic Arts","[0.01,0.09)"
"14856","XB","Fighting","Unknown","[0.01,0.09)"
"14857","PSP","Adventure","Idea Factory","[0.01,0.09)"
"14858","PSV","Action","Prototype","[0.01,0.09)"
"14859","SAT","Adventure","Imagineer","[0.01,0.09)"
"14860","PSV","Role-Playing","Idea Factory","[0.01,0.09)"
"14861","DS","Platform","Majesco Entertainment","[0.01,0.09)"
"14862","X360","Action","Capcom","[0.01,0.09)"
"14863","Wii","Sports","Namco Bandai Games","[0.01,0.09)"
"14864","PS2","Platform","Ubisoft","[0.01,0.09)"
"14865","X360","Role-Playing","Capcom","[0.01,0.09)"
"14866","DS","Action","Takara Tomy","[0.01,0.09)"
"14867","PS2","Simulation","ArtDink","[0.01,0.09)"
"14868","PSV","Adventure","Idea Factory","[0.01,0.09)"
"14869","Wii","Sports","Black Bean Games","[0.01,0.09)"
"14870","PC","Strategy","Eidos Interactive","[0.01,0.09)"
"14871","PC","Role-Playing","Atari","[0.01,0.09)"
"14872","PSP","Misc","Asgard","[0.01,0.09)"
"14873","PC","Shooter","Electronic Arts","[0.01,0.09)"
"14874","X360","Adventure","Telltale Games","[0.01,0.09)"
"14875","PS","Sports","Time Warner Interactive","[0.01,0.09)"
"14876","PC","Action","Activision","[0.01,0.09)"
"14877","Wii","Simulation","City Interactive","[0.01,0.09)"
"14878","PSP","Adventure","Kadokawa Games","[0.01,0.09)"
"14879","PS2","Shooter","BAM! Entertainment","[0.01,0.09)"
"14880","Wii","Simulation","Valcon Games","[0.01,0.09)"
"14881","GBA","Racing","THQ","[0.01,0.09)"
"14882","PSP","Adventure","Idea Factory","[0.01,0.09)"
"14883","PS4","Misc","Namco Bandai Games","[0.01,0.09)"
"14884","DS","Strategy","Midas Interactive Entertainment","[0.01,0.09)"
"14885","PC","Action","Disney Interactive Studios","[0.01,0.09)"
"14886","WiiU","Sports","D3Publisher","[0.01,0.09)"
"14887","PC","Simulation","Vivendi Games","[0.01,0.09)"
"14888","X360","Action","Activision","[0.01,0.09)"
"14889","DS","Adventure","Rocket Company","[0.01,0.09)"
"14890","PS3","Misc","Paon Corporation","[0.01,0.09)"
"14891","PS2","Misc","Sega","[0.01,0.09)"
"14892","PS2","Sports","Valcon Games","[0.01,0.09)"
"14893","GBA","Role-Playing","Marvelous Interactive","[0.01,0.09)"
"14894","PS","Shooter","Irem Software Engineering","[0.01,0.09)"
"14895","PSP","Adventure","Idea Factory","[0.01,0.09)"
"14896","PSP","Action","Namco Bandai Games","[0.01,0.09)"
"14897","PS4","Adventure","Nippon Ichi Software","[0.01,0.09)"
"14898","DS","Misc","D3Publisher","[0.01,0.09)"
"14899","SNES","Action","Banpresto","[0.01,0.09)"
"14900","DS","Puzzle","Crave Entertainment","[0.01,0.09)"
"14901","DS","Simulation","Broccoli","[0.01,0.09)"
"14902","Wii","Platform","Popcorn Arcade","[0.01,0.09)"
"14903","PS","Fighting","GT Interactive","[0.01,0.09)"
"14904","PS2","Action","Namco Bandai Games","[0.01,0.09)"
"14905","PS","Adventure","Banpresto","[0.01,0.09)"
"14906","DS","Adventure","Kids Station","[0.01,0.09)"
"14907","PSV","Adventure","ChunSoft","[0.01,0.09)"
"14908","PS2","Adventure","Success","[0.01,0.09)"
"14909","PSP","Sports","Sony Computer Entertainment","[0.01,0.09)"
"14910","PSV","Role-Playing","Nippon Ichi Software","[0.01,0.09)"
"14911","DS","Simulation","Zushi Games","[0.01,0.09)"
"14912","PSV","Adventure","Idea Factory","[0.01,0.09)"
"14913","Wii","Sports","UFO Interactive","[0.01,0.09)"
"14914","XOne","Action","Activision","[0.01,0.09)"
"14915","PC","Strategy","Take-Two Interactive","[0.01,0.09)"
"14916","PSP","Misc","Edia","[0.01,0.09)"
"14917","DS","Adventure","Konami Digital Entertainment","[0.01,0.09)"
"14918","GC","Puzzle","Acclaim Entertainment","[0.01,0.09)"
"14919","PC","Puzzle","Focus Home Interactive","[0.01,0.09)"
"14920","PC","Strategy","LucasArts","[0.01,0.09)"
"14921","GBA","Racing","Zoo Digital Publishing","[0.01,0.09)"
"14922","PSP","Adventure","Idea Factory","[0.01,0.09)"
"14923","PS2","Adventure","Prototype","[0.01,0.09)"
"14924","XB","Racing","Jaleco","[0.01,0.09)"
"14925","PSV","Adventure","5pb","[0.01,0.09)"
"14926","GC","Racing","Unknown","[0.01,0.09)"
"14927","PC","Adventure","DTP Entertainment","[0.01,0.09)"
"14928","SAT","Misc","Victor Interactive","[0.01,0.09)"
"14929","X360","Shooter","5pb","[0.01,0.09)"
"14930","DS","Misc","PlayV","[0.01,0.09)"
"14931","PC","Strategy","Deep Silver","[0.01,0.09)"
"14932","PC","Strategy","Kalypso Media","[0.01,0.09)"
"14933","PS2","Fighting","Broccoli","[0.01,0.09)"
"14934","PC","Strategy","Vivendi Games","[0.01,0.09)"
"14935","DS","Adventure","Unknown","[0.01,0.09)"
"14936","DS","Action","Namco Bandai Games","[0.01,0.09)"
"14937","PS2","Shooter","Electronic Arts","[0.01,0.09)"
"14938","PS3","Action","Namco Bandai Games","[0.01,0.09)"
"14939","XB","Fighting","Metro 3D","[0.01,0.09)"
"14940","GBA","Shooter","Global Star","[0.01,0.09)"
"14941","PC","Strategy","Ubisoft","[0.01,0.09)"
"14942","Wii","Simulation","Deep Silver","[0.01,0.09)"
"14943","PS3","Adventure","N/A","[0.01,0.09)"
"14944","PS2","Simulation","Konami Digital Entertainment","[0.01,0.09)"
"14945","PS2","Simulation","Konami Digital Entertainment","[0.01,0.09)"
"14946","PC","Role-Playing","GOA","[0.01,0.09)"
"14947","GC","Sports","Konami Digital Entertainment","[0.01,0.09)"
"14948","GC","Racing","Zoo Digital Publishing","[0.01,0.09)"
"14949","PSP","Action","Idea Factory","[0.01,0.09)"
"14950","X360","Action","Marvelous Interactive","[0.01,0.09)"
"14951","PSP","Sports","Sega","[0.01,0.09)"
"14952","PSP","Misc","Activision","[0.01,0.09)"
"14953","PSP","Action","5pb","[0.01,0.09)"
"14954","XB","Shooter","DreamCatcher Interactive","[0.01,0.09)"
"14955","XB","Simulation","Capcom","[0.01,0.09)"
"14956","PS3","Action","Namco Bandai Games","[0.01,0.09)"
"14957","PS3","Role-Playing","Acquire","[0.01,0.09)"
"14958","XB","Sports","Konami Digital Entertainment","[0.01,0.09)"
"14959","PSP","Adventure","Idea Factory","[0.01,0.09)"
"14960","PS2","Racing","Midway Games","[0.01,0.09)"
"14961","PC","Action","Warner Bros. Interactive Entertainment","[0.01,0.09)"
"14962","PSP","Fighting","Marvelous Interactive","[0.01,0.09)"
"14963","PC","Simulation","Microsoft Game Studios","[0.01,0.09)"
"14964","XB","Action","BAM! Entertainment","[0.01,0.09)"
"14965","GBA","Action","Capcom","[0.01,0.09)"
"14966","PSP","Shooter","Eidos Interactive","[0.01,0.09)"
"14967","PC","Simulation","Astragon","[0.01,0.09)"
"14968","PSP","Action","Konami Digital Entertainment","[0.01,0.09)"
"14969","3DS","Simulation","Nintendo","[0.01,0.09)"
"14970","DS","Simulation","GSP","[0.01,0.09)"
"14971","DS","Action","Kadokawa Shoten","[0.01,0.09)"
"14972","PS4","Role-Playing","Compile Heart","[0.01,0.09)"
"14973","PS3","Action","Namco Bandai Games","[0.01,0.09)"
"14974","PC","Strategy","Atari","[0.01,0.09)"
"14975","PS3","Action","Activision","[0.01,0.09)"
"14976","XB","Platform","Midway Games","[0.01,0.09)"
"14977","PSP","Action","FuRyu","[0.01,0.09)"
"14978","PS3","Adventure","Namco Bandai Games","[0.01,0.09)"
"14979","PS4","Fighting","Sega","[0.01,0.09)"
"14980","PSP","Role-Playing","Falcom Corporation","[0.01,0.09)"
"14981","DS","Adventure","Sega","[0.01,0.09)"
"14982","PC","Role-Playing","Atari","[0.01,0.09)"
"14983","X360","Sports","Activision","[0.01,0.09)"
"14984","X360","Sports","Alternative Software","[0.01,0.09)"
"14985","DS","Misc","D3Publisher","[0.01,0.09)"
"14986","PSV","Action","Idea Factory","[0.01,0.09)"
"14987","DS","Puzzle","505 Games","[0.01,0.09)"
"14988","XB","Action","Zoo Digital Publishing","[0.01,0.09)"
"14989","PS2","Sports","Mastertronic","[0.01,0.09)"
"14990","XB","Shooter","Eidos Interactive","[0.01,0.09)"
"14991","PS","Racing","Virgin Interactive","[0.01,0.09)"
"14992","GBA","Racing","Codemasters","[0.01,0.09)"
"14993","PSP","Strategy","ArtDink","[0.01,0.09)"
"14994","PC","Strategy","Kalypso Media","[0.01,0.09)"
"14995","PC","Strategy","Paradox Interactive","[0.01,0.09)"
"14996","PS","Racing","GT Interactive","[0.01,0.09)"
"14997","3DO","Puzzle","Micro Cabin","[0.01,0.09)"
"14998","Wii","Shooter","Nintendo","[0.01,0.09)"
"14999","PSP","Misc","Unknown","[0.01,0.09)"
"15000","Wii","Shooter","Nintendo","[0.01,0.09)"
"15001","PSP","Racing","Genki","[0.01,0.09)"
"15002","PSV","Action","Namco Bandai Games","[0.01,0.09)"
"15003","PS2","Adventure","Kadokawa Shoten","[0.01,0.09)"
"15004","PS2","Adventure","KID","[0.01,0.09)"
"15005","PC","Shooter","Ubisoft","[0.01,0.09)"
"15006","X360","Adventure","5pb","[0.01,0.09)"
"15007","PSV","Action","Screenlife","[0.01,0.09)"
"15008","DS","Simulation","Avanquest","[0.01,0.09)"
"15009","Wii","Platform","Ignition Entertainment","[0.01,0.09)"
"15010","GBA","Shooter","Konami Digital Entertainment","[0.01,0.09)"
"15011","X360","Shooter","Mastertronic","[0.01,0.09)"
"15012","PS","Platform","Sony Computer Entertainment","[0.01,0.09)"
"15013","Wii","Racing","System 3 Arcade Software","[0.01,0.09)"
"15014","DS","Role-Playing","Namco Bandai Games","[0.01,0.09)"
"15015","PC","Simulation","Electronic Arts","[0.01,0.09)"
"15016","Wii","Sports","Hudson Soft","[0.01,0.09)"
"15017","PS3","Misc","Namco Bandai Games","[0.01,0.09)"
"15018","PC","Puzzle","Rondomedia","[0.01,0.09)"
"15019","PS2","Simulation","Kadokawa Shoten","[0.01,0.09)"
"15020","X360","Adventure","CyberFront","[0.01,0.09)"
"15021","DS","Role-Playing","Rising Star Games","[0.01,0.09)"
"15022","Wii","Action","Namco Bandai Games","[0.01,0.09)"
"15023","PSP","Adventure","Prototype","[0.01,0.09)"
"15024","PC","Shooter","Ubisoft","[0.01,0.09)"
"15025","PSP","Adventure","Idea Factory","[0.01,0.09)"
"15026","GC","Strategy","JoWood Productions","[0.01,0.09)"
"15027","PC","Strategy","Gamecock","[0.01,0.09)"
"15028","PS","Fighting","Konami Digital Entertainment","[0.01,0.09)"
"15029","DS","Sports","Atari","[0.01,0.09)"
"15030","PSP","Adventure","Quinrose","[0.01,0.09)"
"15031","PSP","Adventure","Idea Factory","[0.01,0.09)"
"15032","PC","Simulation","Focus Home Interactive","[0.01,0.09)"
"15033","PC","Action","Activision","[0.01,0.09)"
"15034","PS2","Adventure","Sweets","[0.01,0.09)"
"15035","X360","Sports","O-Games","[0.01,0.09)"
"15036","PS","Puzzle","Activision","[0.01,0.09)"
"15037","PS4","Role-Playing","Nihon Falcom Corporation","[0.01,0.09)"
"15038","DS","Sports","Takara Tomy","[0.01,0.09)"
"15039","X360","Adventure","5pb","[0.01,0.09)"
"15040","GBA","Shooter","Vivendi Games","[0.01,0.09)"
"15041","PSV","Action","Tecmo Koei","[0.01,0.09)"
"15042","PSP","Adventure","D3Publisher","[0.01,0.09)"
"15043","PS2","Adventure","Alchemist","[0.01,0.09)"
"15044","DS","Adventure","DreamCatcher Interactive","[0.01,0.09)"
"15045","PC","Fighting","Capcom","[0.01,0.09)"
"15046","PS2","Role-Playing","ArtDink","[0.01,0.09)"
"15047","PC","Action","Kalypso Media","[0.01,0.09)"
"15048","PSP","Strategy","Kadokawa Shoten","[0.01,0.09)"
"15049","XB","Racing","Empire Interactive","[0.01,0.09)"
"15050","DS","Action","Atari","[0.01,0.09)"
"15051","PSP","Puzzle","Mumbo Jumbo","[0.01,0.09)"
"15052","DS","Action","Licensed 4U","[0.01,0.09)"
"15053","XOne","Racing","Dusenberry Martin Racing","[0.01,0.09)"
"15054","PS","Misc","Success","[0.01,0.09)"
"15055","DS","Action","Konami Digital Entertainment","[0.01,0.09)"
"15056","X360","Action","Konami Digital Entertainment","[0.01,0.09)"
"15057","DS","Platform","N/A","[0.01,0.09)"
"15058","Wii","Shooter","Neko Entertainment","[0.01,0.09)"
"15059","PS2","Adventure","Marvelous Interactive","[0.01,0.09)"
"15060","PS3","Adventure","5pb","[0.01,0.09)"
"15061","GBA","Role-Playing","Atlus","[0.01,0.09)"
"15062","DS","Strategy","Namco Bandai Games","[0.01,0.09)"
"15063","PC","Racing","Atari","[0.01,0.09)"
"15064","GBA","Platform","Unknown","[0.01,0.09)"
"15065","Wii","Adventure","Sega","[0.01,0.09)"
"15066","PC","Racing","Codemasters","[0.01,0.09)"
"15067","GBA","Role-Playing","Atlus","[0.01,0.09)"
"15068","PS2","Adventure","Media Works","[0.01,0.09)"
"15069","DS","Misc","D3Publisher","[0.01,0.09)"
"15070","PC","Puzzle","PopCap Games","[0.01,0.09)"
"15071","PSV","Action","Tecmo Koei","[0.01,0.09)"
"15072","3DS","Action","Avanquest Software","[0.01,0.09)"
"15073","Wii","Puzzle","O-Games","[0.01,0.09)"
"15074","PC","Simulation","Graphsim Entertainment","[0.01,0.09)"
"15075","PS","Sports","Konami Digital Entertainment","[0.01,0.09)"
"15076","GBA","Role-Playing","King Records","[0.01,0.09)"
"15077","X360","Racing","Milestone S.r.l.","[0.01,0.09)"
"15078","Wii","Puzzle","Deep Silver","[0.01,0.09)"
"15079","PSP","Adventure","FuRyu","[0.01,0.09)"
"15080","DS","Puzzle","Storm City Games","[0.01,0.09)"
"15081","PC","Shooter","Midway Games","[0.01,0.09)"
"15082","PC","Misc","Deep Silver","[0.01,0.09)"
"15083","PS4","Action","Introversion Software","[0.01,0.09)"
"15084","Wii","Sports","Tecmo Koei","[0.01,0.09)"
"15085","PSP","Action","Konami Digital Entertainment","[0.01,0.09)"
"15086","PS2","Fighting","Yuke's","[0.01,0.09)"
"15087","PS4","Action","Tru Blu Entertainment","[0.01,0.09)"
"15088","PC","Strategy","Ubisoft","[0.01,0.09)"
"15089","PS","Shooter","JVC","[0.01,0.09)"
"15090","PC","Shooter","Electronic Arts","[0.01,0.09)"
"15091","PC","Puzzle","Focus Home Interactive","[0.01,0.09)"
"15092","PS2","Role-Playing","Marvelous Interactive","[0.01,0.09)"
"15093","PS2","Adventure","Minato Station","[0.01,0.09)"
"15094","XB","Sports","THQ","[0.01,0.09)"
"15095","PC","Racing","Codemasters","[0.01,0.09)"
"15096","Wii","Racing","Metro 3D","[0.01,0.09)"
"15097","PSV","Role-Playing","Compile Heart","[0.01,0.09)"
"15098","X360","Role-Playing","Ubisoft","[0.01,0.09)"
"15099","XB","Action","Deep Silver","[0.01,0.09)"
"15100","PSP","Misc","Paon","[0.01,0.09)"
"15101","PSP","Misc","Tecmo Koei","[0.01,0.09)"
"15102","Wii","Puzzle","DTP Entertainment","[0.01,0.09)"
"15103","PSP","Adventure","Tecmo Koei","[0.01,0.09)"
"15104","PS3","Fighting","Sega","[0.01,0.09)"
"15105","Wii","Action","Disney Interactive Studios","[0.01,0.09)"
"15106","PC","Shooter","THQ","[0.01,0.09)"
"15107","PS2","Adventure","Konami Digital Entertainment","[0.01,0.09)"
"15108","X360","Racing","Zushi Games","[0.01,0.09)"
"15109","DS","Adventure","ASCII Media Works","[0.01,0.09)"
"15110","PC","Adventure","Ubisoft","[0.01,0.09)"
"15111","PS2","Adventure","Interchannel","[0.01,0.09)"
"15112","PS2","Adventure","Tecmo Koei","[0.01,0.09)"
"15113","PS2","Action","Crave Entertainment","[0.01,0.09)"
"15114","PSP","Misc","Sony Computer Entertainment","[0.01,0.09)"
"15115","PSP","Adventure","5pb","[0.01,0.09)"
"15116","PSP","Role-Playing","Falcom Corporation","[0.01,0.09)"
"15117","GBA","Role-Playing","Banpresto","[0.01,0.09)"
"15118","XB","Fighting","Ignition Entertainment","[0.01,0.09)"
"15119","XB","Sports","Atlus","[0.01,0.09)"
"15120","PSP","Misc","Zenrin","[0.01,0.09)"
"15121","DS","Action","Game Factory","[0.01,0.09)"
"15122","PC","Racing","Atari","[0.01,0.09)"
"15123","PC","Action","Konami Digital Entertainment","[0.01,0.09)"
"15124","PS2","Adventure","Comfort","[0.01,0.09)"
"15125","PSV","Action","FuRyu","[0.01,0.09)"
"15126","PS","Role-Playing","Takara","[0.01,0.09)"
"15127","PS2","Sports","Namco Bandai Games","[0.01,0.09)"
"15128","PC","Action","Activision","[0.01,0.09)"
"15129","DS","Misc","Tommo","[0.01,0.09)"
"15130","PSP","Adventure","Idea Factory","[0.01,0.09)"
"15131","PSP","Adventure","ASCII Media Works","[0.01,0.09)"
"15132","PC","Shooter","Devolver Digital","[0.01,0.09)"
"15133","PS2","Action","505 Games","[0.01,0.09)"
"15134","GC","Sports","Midway Games","[0.01,0.09)"
"15135","PC","Strategy","Vivendi Games","[0.01,0.09)"
"15136","XB","Racing","Midway Games","[0.01,0.09)"
"15137","PS2","Fighting","Namco Bandai Games","[0.01,0.09)"
"15138","PS2","Racing","Namco Bandai Games","[0.01,0.09)"
"15139","PC","Shooter","Electronic Arts","[0.01,0.09)"
"15140","PC","Shooter","Take-Two Interactive","[0.01,0.09)"
"15141","PSV","Misc","Sega","[0.01,0.09)"
"15142","PS3","Action","Sony Computer Entertainment","[0.01,0.09)"
"15143","PS3","Adventure","Spike","[0.01,0.09)"
"15144","PC","Simulation","Ubisoft","[0.01,0.09)"
"15145","PC","Strategy","Codemasters","[0.01,0.09)"
"15146","PC","Role-Playing","Deep Silver","[0.01,0.09)"
"15147","DS","Puzzle","505 Games","[0.01,0.09)"
"15148","Wii","Strategy","Deep Silver","[0.01,0.09)"
"15149","PSP","Misc","D3Publisher","[0.01,0.09)"
"15150","GC","Sports","Midway Games","[0.01,0.09)"
"15151","PC","Sports","505 Games","[0.01,0.09)"
"15152","Wii","Sports","Zoo Digital Publishing","[0.01,0.09)"
"15153","PC","Racing","Rondomedia","[0.01,0.09)"
"15154","XOne","Sports","Ubisoft","[0.01,0.09)"
"15155","PS3","Action","Tecmo Koei","[0.01,0.09)"
"15156","DS","Shooter","Jack of All Games","[0.01,0.09)"
"15157","XB","Shooter","Eidos Interactive","[0.01,0.09)"
"15158","PSV","Action","Unknown","[0.01,0.09)"
"15159","DS","Sports","Rising Star Games","[0.01,0.09)"
"15160","PSP","Role-Playing","Mercury Games","[0.01,0.09)"
"15161","PS","Fighting","Virgin Interactive","[0.01,0.09)"
"15162","DS","Puzzle","Hudson Entertainment","[0.01,0.09)"
"15163","XB","Adventure","Take-Two Interactive","[0.01,0.09)"
"15164","PC","Simulation","Unknown","[0.01,0.09)"
"15165","PS2","Sports","Konami Digital Entertainment","[0.01,0.09)"
"15166","PS2","Misc","Sega","[0.01,0.09)"
"15167","PS4","Action","PQube","[0.01,0.09)"
"15168","DS","Simulation","Natsume","[0.01,0.09)"
"15169","SNES","Puzzle","Compile","[0.01,0.09)"
"15170","PS3","Role-Playing","Nippon Ichi Software","[0.01,0.09)"
"15171","DS","Adventure","Zoo Games","[0.01,0.09)"
"15172","PS3","Action","Little Orbit","[0.01,0.09)"
"15173","PC","Strategy","Blue Byte","[0.01,0.09)"
"15174","PS2","Adventure","Marvelous Interactive","[0.01,0.09)"
"15175","PC","Role-Playing","Paradox Interactive","[0.01,0.09)"
"15176","DS","Adventure","SNK Playmore","[0.01,0.09)"
"15177","PS2","Shooter","Namco Bandai Games","[0.01,0.09)"
"15178","PS3","Adventure","Unknown","[0.01,0.09)"
"15179","PS2","Puzzle","Crave Entertainment","[0.01,0.09)"
"15180","PC","Adventure","DTP Entertainment","[0.01,0.09)"
"15181","PSP","Action","D3Publisher","[0.01,0.09)"
"15182","GC","Misc","TDK Mediactive","[0.01,0.09)"
"15183","PC","Shooter","Activision","[0.01,0.09)"
"15184","PC","Strategy","JoWood Productions","[0.01,0.09)"
"15185","PSV","Action","Unknown","[0.01,0.09)"
"15186","SAT","Shooter","Gaga","[0.01,0.09)"
"15187","PSP","Misc","Yamasa Entertainment","[0.01,0.09)"
"15188","DS","Misc","Plenty","[0.01,0.09)"
"15189","DS","Strategy","Deep Silver","[0.01,0.09)"
"15190","PSP","Adventure","Quinrose","[0.01,0.09)"
"15191","PC","Racing","Codemasters","[0.01,0.09)"
"15192","GC","Shooter","Global Star","[0.01,0.09)"
"15193","PS3","Misc","Irem Software Engineering","[0.01,0.09)"
"15194","PS3","Simulation","Kadokawa Games","[0.01,0.09)"
"15195","DS","Simulation","Deep Silver","[0.01,0.09)"
"15196","DS","Adventure","Alchemist","[0.01,0.09)"
"15197","XB","Action","Microids","[0.01,0.09)"
"15198","Wii","Shooter","Unknown","[0.01,0.09)"
"15199","PS3","Action","THQ","[0.01,0.09)"
"15200","PS2","Adventure","Princess Soft","[0.01,0.09)"
"15201","PC","Adventure","Atari","[0.01,0.09)"
"15202","PS2","Misc","Sega","[0.01,0.09)"
"15203","PC","Adventure","Daedalic","[0.01,0.09)"
"15204","XOne","Racing","Namco Bandai Games","[0.01,0.09)"
"15205","PS3","Sports","D3Publisher","[0.01,0.09)"
"15206","PC","Sports","Electronic Arts","[0.01,0.09)"
"15207","PC","Strategy","Electronic Arts","[0.01,0.09)"
"15208","PS","Sports","CTO SpA","[0.01,0.09)"
"15209","DS","Platform","Unknown","[0.01,0.09)"
"15210","PC","Adventure","Eidos Interactive","[0.01,0.09)"
"15211","X360","Sports","DTP Entertainment","[0.01,0.09)"
"15212","PS2","Adventure","Alchemist","[0.01,0.09)"
"15213","DS","Action","Disney Interactive Studios","[0.01,0.09)"
"15214","DS","Adventure","Blast! Entertainment Ltd","[0.01,0.09)"
"15215","PSP","Adventure","Idea Factory","[0.01,0.09)"
"15216","PS2","Strategy","Broccoli","[0.01,0.09)"
"15217","PSP","Action","Idea Factory","[0.01,0.09)"
"15218","PSP","Adventure","Alchemist","[0.01,0.09)"
"15219","XB","Fighting","Sega","[0.01,0.09)"
"15220","PC","Role-Playing","DTP Entertainment","[0.01,0.09)"
"15221","Wii","Puzzle","P2 Games","[0.01,0.09)"
"15222","DS","Sports","Konami Digital Entertainment","[0.01,0.09)"
"15223","PS2","Adventure","Indie Games","[0.01,0.09)"
"15224","PSP","Adventure","Idea Factory","[0.01,0.09)"
"15225","PS3","Adventure","Alchemist","[0.01,0.09)"
"15226","PSV","Adventure","Idea Factory","[0.01,0.09)"
"15227","Wii","Sports","Destineer","[0.01,0.09)"
"15228","3DS","Role-Playing","FuRyu","[0.01,0.09)"
"15229","PSP","Racing","Deep Silver","[0.01,0.09)"
"15230","PC","Role-Playing","Ubisoft","[0.01,0.09)"
"15231","GC","Action","BAM! Entertainment","[0.01,0.09)"
"15232","PC","Simulation","Electronic Arts","[0.01,0.09)"
"15233","PC","Strategy","Electronic Arts","[0.01,0.09)"
"15234","PS3","Misc","DTP Entertainment","[0.01,0.09)"
"15235","PC","Role-Playing","Encore","[0.01,0.09)"
"15236","PSP","Action","Views","[0.01,0.09)"
"15237","PSP","Puzzle","Sega","[0.01,0.09)"
"15238","DS","Puzzle","505 Games","[0.01,0.09)"
"15239","PS3","Action","Namco Bandai Games","[0.01,0.09)"
"15240","DS","Simulation","505 Games","[0.01,0.09)"
"15241","PS2","Adventure","KID","[0.01,0.09)"
"15242","DS","Misc","Square Enix","[0.01,0.09)"
"15243","XB","Racing","Capcom","[0.01,0.09)"
"15244","PS2","Adventure","Sony Computer Entertainment","[0.01,0.09)"
"15245","PS","Shooter","Midas Interactive Entertainment","[0.01,0.09)"
"15246","DS","Puzzle","Rising Star Games","[0.01,0.09)"
"15247","PSP","Strategy","Sega","[0.01,0.09)"
"15248","PSP","Platform","Atari","[0.01,0.09)"
"15249","DS","Action","Disney Interactive Studios","[0.01,0.09)"
"15250","PC","Strategy","Square Enix","[0.01,0.09)"
"15251","GC","Shooter","Atari","[0.01,0.09)"
"15252","PC","Shooter","DreamCatcher Interactive","[0.01,0.09)"
"15253","PS3","Adventure","Compile Heart","[0.01,0.09)"
"15254","PSV","Misc","Warner Bros. Interactive Entertainment","[0.01,0.09)"
"15255","DS","Action","Konami Digital Entertainment","[0.01,0.09)"
"15256","SNES","Fighting","Sunsoft","[0.01,0.09)"
"15257","SAT","Sports","Sega","[0.01,0.09)"
"15258","PC","Action","Activision","[0.01,0.09)"
"15259","XB","Racing","Acclaim Entertainment","[0.01,0.09)"
"15260","Wii","Puzzle","Zoo Digital Publishing","[0.01,0.09)"
"15261","X360","Misc","PopCap Games","[0.01,0.09)"
"15262","3DS","Sports","N/A","[0.01,0.09)"
"15263","PSP","Adventure","Alchemist","[0.01,0.09)"
"15264","DS","Platform","Destineer","[0.01,0.09)"
"15265","PS3","Action","Minato Station","[0.01,0.09)"
"15266","PS2","Racing","Konami Digital Entertainment","[0.01,0.09)"
"15267","PSP","Adventure","Idea Factory","[0.01,0.09)"
"15268","PC","Role-Playing","Unknown","[0.01,0.09)"
"15269","PS3","Action","Square Enix","[0.01,0.09)"
"15270","WiiU","Shooter","505 Games","[0.01,0.09)"
"15271","PSP","Simulation","fonfun","[0.01,0.09)"
"15272","GC","Racing","Acclaim Entertainment","[0.01,0.09)"
"15273","PC","Strategy","Electronic Arts","[0.01,0.09)"
"15274","Wii","Misc","Unknown","[0.01,0.09)"
"15275","PS2","Misc","Empire Interactive","[0.01,0.09)"
"15276","Wii","Misc","505 Games","[0.01,0.09)"
"15277","GBA","Shooter","Zoo Digital Publishing","[0.01,0.09)"
"15278","PSP","Adventure","Idea Factory","[0.01,0.09)"
"15279","Wii","Misc","Takara Tomy","[0.01,0.09)"
"15280","3DS","Shooter","Mastiff","[0.01,0.09)"
"15281","DS","Misc","Benesse","[0.01,0.09)"
"15282","PSV","Adventure","D3Publisher","[0.01,0.09)"
"15283","DS","Adventure","Aksys Games","[0.01,0.09)"
"15284","PSP","Adventure","Idea Factory","[0.01,0.09)"
"15285","PS3","Sports","Tru Blu Entertainment","[0.01,0.09)"
"15286","XB","Puzzle","Sega","[0.01,0.09)"
"15287","X360","Adventure","Idea Factory","[0.01,0.09)"
"15288","DS","Adventure","Nobilis","[0.01,0.09)"
"15289","PSP","Strategy","Slitherine Software","[0.01,0.09)"
"15290","SAT","Misc","Sonnet","[0.01,0.09)"
"15291","PS2","Adventure","Princess Soft","[0.01,0.09)"
"15292","PC","Strategy","Sega","[0.01,0.09)"
"15293","PSV","Adventure","5pb","[0.01,0.09)"
